API Error for pair (00f45fbf-39b2-444e-8e9a-9616a004b8d2, 832cadc2-fd9b-4b7c-ba9b-8646080f2159): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7c36ca85-ee60-443b-a484-04e7673d7249, c88eb923-3f9a-4751-8698-52349342017e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7c36ca85-ee60-443b-a484-04e7673d7249, fcffcadd-5777-4377-8e3f-49da576008df): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7c36ca85-ee60-443b-a484-04e7673d7249, fe56b2e7-b295-4af4-90fd-ac284fc9ba9c): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7c36ca85-ee60-443b-a484-04e7673d7249, 82f4c17e-3c3d-4c48-b936-62c834fbb472): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7c8c826c-396c-43a9-a14b-9ecb17b7726b, a43a9cfc-1dd2-4112-9389-3063bc0ec75f): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7c8c826c-396c-43a9-a14b-9ecb17b7726b, 94d4c14b-a56a-483d-99fa-3e400fb13ffe): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7c8c826c-396c-43a9-a14b-9ecb17b7726b, ab8cabe4-8919-4966-8e81-9f632de0feb7): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7c8c826c-396c-43a9-a14b-9ecb17b7726b, cbccdcbe-e27a-4ce3-869b-dd5c8c4e2c1a): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7c8c826c-396c-43a9-a14b-9ecb17b7726b, a850cb16-2533-4e75-bae5-9cdcc50c3897): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7c8c826c-396c-43a9-a14b-9ecb17b7726b, dfa1a55f-d188-42ab-87d2-15a32ea7506d): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7cb75367-a540-41be-b12c-3446ef6d2015, 929725ad-85e6-497d-ad0f-a1af5978ceef): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7c8c826c-396c-43a9-a14b-9ecb17b7726b, f9372aaa-8f4a-44fb-a3d8-6fbe1683d15c): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7cb75367-a540-41be-b12c-3446ef6d2015, 9f1937f7-6a7a-4280-b830-0f7185107748): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7cb75367-a540-41be-b12c-3446ef6d2015, c0967b01-fffd-4686-b5eb-c2b965701cd3): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7cb75367-a540-41be-b12c-3446ef6d2015, fd85c9da-0bdb-47d4-a579-2d40318bca2c): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7cb75367-a540-41be-b12c-3446ef6d2015, c3b09e0f-3df9-4d56-b306-6cf1b6434841): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7cb75367-a540-41be-b12c-3446ef6d2015, edaa886b-d2b9-456a-9d14-4802bed0f846): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7cb75367-a540-41be-b12c-3446ef6d2015, c1404d09-35c8-47d2-a4d5-9daef5ed2271): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7cb75367-a540-41be-b12c-3446ef6d2015, ed88c2e5-96b4-42ea-95ed-31dbcc127c9e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7d5092a9-6950-42fb-b455-7e06fc8e385a, 88fd49c7-9be5-4546-bf00-0215cfa569fb): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7d5092a9-6950-42fb-b455-7e06fc8e385a, ac777cc7-0861-4b15-bb01-92a8de941b09): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7d5092a9-6950-42fb-b455-7e06fc8e385a, bec4e7af-7eff-42bd-a3ed-1333d64b3e1e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7d5092a9-6950-42fb-b455-7e06fc8e385a, 9ccdaf77-0306-490b-aac9-707a41e7a3bb): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7d5092a9-6950-42fb-b455-7e06fc8e385a, dde8ff9c-59c6-44ab-88e6-abb46229612a): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7d5092a9-6950-42fb-b455-7e06fc8e385a, e7e99c1e-6896-45a5-b324-610502cbdc5d): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dbd437a-045d-4183-bb85-a4b675131e16, f3b46069-a635-48f4-8057-e0d8302a8e16): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc40044-591a-4716-bc59-2cc7eb7d4ecd, b0863ec8-15cd-439c-8fed-53732f2916ea): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dbd437a-045d-4183-bb85-a4b675131e16, 9021b534-f91b-43e7-95c4-27da34eeb93a): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc40044-591a-4716-bc59-2cc7eb7d4ecd, a6403df3-106e-4470-8a00-5c935fb34bdc): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc6abcb-c162-40ec-9454-dfedeb19a21c, 9dac15b2-ab03-4781-8f42-46dcfc98e271): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc40044-591a-4716-bc59-2cc7eb7d4ecd, cd88cee3-c79c-4a22-871e-0a17c288a35b): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc6abcb-c162-40ec-9454-dfedeb19a21c, e9ac5a88-5f2e-4870-af3f-ca34c7fb8674): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dbd437a-045d-4183-bb85-a4b675131e16, fc6a4dd0-1c5e-4ba4-868b-7664b2560bc4): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc6abcb-c162-40ec-9454-dfedeb19a21c, 9c1a5067-a5de-407c-a79b-861c1a3cd6cd): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc40044-591a-4716-bc59-2cc7eb7d4ecd, e414bf9a-fcdc-4586-9028-fd6a2830c52e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc6abcb-c162-40ec-9454-dfedeb19a21c, d311d89d-574e-4e64-9e8f-873d148a023f): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc6abcb-c162-40ec-9454-dfedeb19a21c, 92dd4e11-6954-4562-9314-1a11f2b1998a): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc40044-591a-4716-bc59-2cc7eb7d4ecd, cabc8279-cf31-4197-8944-df647a6d7b57): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc40044-591a-4716-bc59-2cc7eb7d4ecd, e4c1818f-3a4a-464c-866c-b7bcd8522c0d): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc40044-591a-4716-bc59-2cc7eb7d4ecd, bb73c8e1-19a8-49c6-b404-39665b07d966): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc40044-591a-4716-bc59-2cc7eb7d4ecd, ec6d3239-1818-4efa-8bbe-2e327e6868ca): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dbd437a-045d-4183-bb85-a4b675131e16, 8bd266ae-40d8-435f-aa7c-04663a7eaa06): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc6abcb-c162-40ec-9454-dfedeb19a21c, d3dad643-24ca-4a09-9ce0-5ea8f1c41232): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dcb7290-057d-4ef4-8b80-0e951a1c1228, a263a273-d3ab-4cd5-86c3-9b85b6dfffb0): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc6abcb-c162-40ec-9454-dfedeb19a21c, ec42693a-d3ae-49d0-a463-d9426ee69bab): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dcb7290-057d-4ef4-8b80-0e951a1c1228, da74a283-2edd-4a6d-9e1c-cb1b9bb13f38): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dcb7290-057d-4ef4-8b80-0e951a1c1228, cd646b43-794e-4259-9f70-5c18f987a465): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e0e9e36-7fd0-40ce-910c-533cec37469b, 9cd78595-f41e-47cc-89ac-1efe84341320): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dcb7290-057d-4ef4-8b80-0e951a1c1228, db5df658-8639-4a56-be98-f5c72394cf7e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e0e9e36-7fd0-40ce-910c-533cec37469b, b904c3fe-ee84-46d1-b818-e9fc569ac5cf): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e0e9e36-7fd0-40ce-910c-533cec37469b, b571f977-24ea-4585-9a66-cf6cac9e9a28): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e0e9e36-7fd0-40ce-910c-533cec37469b, a26431d5-4efd-4453-8215-4e431e7b9d93): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dcb7290-057d-4ef4-8b80-0e951a1c1228, dc9fca3b-b189-4a33-affd-eb6eb0145871): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dcb7290-057d-4ef4-8b80-0e951a1c1228, 9026d390-14e1-4f21-962e-9c2cf2e647f8): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e0e9e36-7fd0-40ce-910c-533cec37469b, b9ef1818-d390-4059-8500-bf846f26cf74): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e0e9e36-7fd0-40ce-910c-533cec37469b, b8fa3020-d4a3-4625-9e5d-656c4d42b1e0): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e0e9e36-7fd0-40ce-910c-533cec37469b, e8b7f9f2-276b-4abc-9e30-fb9270b1074a): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e23b9a6-15de-4294-9c87-11010e942892, b8906d8f-cb14-4c58-b786-dad6f5b9612e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e25af2c-df8d-49fd-ae5d-c970ef4c06c3, 99ae23cf-15d5-4901-9f4e-ca786e444be6): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e0e9e36-7fd0-40ce-910c-533cec37469b, f56e2cc1-1f77-4f45-9b61-562daa202278): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e23b9a6-15de-4294-9c87-11010e942892, bf94814a-0247-4601-9802-2b6838e10d56): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e25af2c-df8d-49fd-ae5d-c970ef4c06c3, 9f4e7af7-5588-4856-9457-e163a7f255ef): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7dc40044-591a-4716-bc59-2cc7eb7d4ecd, d3eb8168-7f57-4bd7-8ac7-d9b8b8c95c64): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e25af2c-df8d-49fd-ae5d-c970ef4c06c3, b2fab10b-bf84-403d-ae38-ebc574fae2a6): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e3fbbde-f1c4-4aa5-9924-15b197a2ebe9, 9cb70232-f68d-4f4b-a9da-c763e9416723): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e3fbbde-f1c4-4aa5-9924-15b197a2ebe9, 97e37e40-b908-494c-8e42-5e0975f03af9): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e47f78d-aefb-43b5-8300-810dc8995d0d, b15dbfe9-54d8-4a52-afb1-f4625788d506): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e3fbbde-f1c4-4aa5-9924-15b197a2ebe9, 88ac445f-9315-48f8-8917-29949fad50ec): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e25af2c-df8d-49fd-ae5d-c970ef4c06c3, c5b4168c-6a74-43aa-aea2-33e9bd12e1b1): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e47f78d-aefb-43b5-8300-810dc8995d0d, d082234b-8a8f-4480-ad01-82e5506b3d43): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e25af2c-df8d-49fd-ae5d-c970ef4c06c3, b848b565-4742-46a9-8884-55bdbd3588a6): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e25af2c-df8d-49fd-ae5d-c970ef4c06c3, f6564a1b-ca8b-4ecc-b2fc-b99c81fc3c70): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e3fbbde-f1c4-4aa5-9924-15b197a2ebe9, 992739cb-c415-4b13-b298-8ad86b19d78e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e47f78d-aefb-43b5-8300-810dc8995d0d, b1e07c95-2197-442f-9488-fa7894bd9e7c): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e3fbbde-f1c4-4aa5-9924-15b197a2ebe9, d7a4d776-c0c5-420e-8ba2-d3098413023c): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e47f78d-aefb-43b5-8300-810dc8995d0d, cd2d3703-f6c8-4b9e-8073-1289029900dd): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e47f78d-aefb-43b5-8300-810dc8995d0d, d4310c78-839e-46ec-ad16-9ae36a73ded1): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e3fbbde-f1c4-4aa5-9924-15b197a2ebe9, ce11fa61-1e84-4433-9366-961c60216049): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e47f78d-aefb-43b5-8300-810dc8995d0d, 99760a1f-9be7-4ad1-a497-22b01046e23e): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e47f78d-aefb-43b5-8300-810dc8995d0d, bf3a4dfd-87cb-4275-ad69-ee2a74de3fc1): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e3fbbde-f1c4-4aa5-9924-15b197a2ebe9, 9bccf37b-e5f9-4e11-bc79-c83df53daa38): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e47f78d-aefb-43b5-8300-810dc8995d0d, b88135ba-d86f-4bc7-9448-28362336b996): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e3fbbde-f1c4-4aa5-9924-15b197a2ebe9, a22d94b0-a3a6-41d0-a952-086da2844118): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e964519-6acb-4702-95ad-936888e40202, 86ee0e89-cd63-472d-982a-8af87edb6dd8): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e964519-6acb-4702-95ad-936888e40202, b75711c4-58f5-470d-8083-fbde7342dd41): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e964519-6acb-4702-95ad-936888e40202, b38c63e3-b0e2-412f-93ab-1ff7b402a344): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e964519-6acb-4702-95ad-936888e40202, dc719e1d-7cca-4f11-854e-6997ba14c9e7): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e964519-6acb-4702-95ad-936888e40202, fa0b9136-c469-4d58-82aa-fd2d75ef2a58): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7eb00183-abad-4826-ad1c-75922d7f30a6, c2b4469c-09d8-4ee1-8bc5-c61efd9dcecc): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e964519-6acb-4702-95ad-936888e40202, e88661e8-f94e-4cb7-97c7-abe1a4597c39): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7eb00183-abad-4826-ad1c-75922d7f30a6, a8c7da3e-31e4-4a89-aed9-6da5aa33f034): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7ee21761-e295-4d3a-b138-02107bfb7101, 9e61bedf-0578-47a4-8fb9-73c0fb548cdf): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7eb00183-abad-4826-ad1c-75922d7f30a6, f27fe750-b475-4b1c-889d-155b5c1ece45): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7eb00183-abad-4826-ad1c-75922d7f30a6, d51d14f2-7f3d-4099-ab13-29d6c5a17a71): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7e964519-6acb-4702-95ad-936888e40202, dc0da54d-cc66-4a76-8c0d-51dddb764f33): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7ee21761-e295-4d3a-b138-02107bfb7101, c71390d8-b7e2-4d76-8219-07cce474f1c4): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7ee21761-e295-4d3a-b138-02107bfb7101, c9a149a3-e6ee-4017-87b6-ec35b3552b10): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7eb00183-abad-4826-ad1c-75922d7f30a6, f20b3279-3269-4fee-86c8-55846af1a4e6): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7ee21761-e295-4d3a-b138-02107bfb7101, df70ce1c-10f3-4d58-b746-f90baef87ca7): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7ee21761-e295-4d3a-b138-02107bfb7101, aebe6acb-2b73-47f9-9e49-1de7d5a14ee6): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7ee21761-e295-4d3a-b138-02107bfb7101, b8ba2841-810b-45f8-8150-fbf06c03672c): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7efd994a-9b43-469a-b5b7-0a7ab51a356e, 9b32ff31-297c-427d-9c7a-5bf744fa43ed): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7efd994a-9b43-469a-b5b7-0a7ab51a356e, 9dea27b5-8cc7-4a72-b860-e02b8dbb66d1): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7efd994a-9b43-469a-b5b7-0a7ab51a356e, c60b061d-3175-4916-b1b7-95b08e2b24ff): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7efd994a-9b43-469a-b5b7-0a7ab51a356e, d23d7b07-3e0d-494b-9f6d-c90cd1723925): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7efd994a-9b43-469a-b5b7-0a7ab51a356e, f8aacbce-660d-420a-9ff5-30c19a60828f): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7f0d9b12-80f2-4acb-aa8f-5f8bae248396, b60ba37b-386a-4bda-9130-7a89f571d7e6): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7f0d9b12-80f2-4acb-aa8f-5f8bae248396, 9953dbd5-1b6f-47ca-9931-69df3b0aeed4): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7f0d9b12-80f2-4acb-aa8f-5f8bae248396, ff57686c-f351-4652-bacf-38383fb6ad7a): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7f0d9b12-80f2-4acb-aa8f-5f8bae248396, b5dc6e87-7419-45f0-abac-bc03510d4a70): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7f87bd0b-6fab-49c0-9e56-b1910950321c, b52813ee-2a42-4776-a59b-b5c5ff1f88ca): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7f0d9b12-80f2-4acb-aa8f-5f8bae248396, aef8aa3c-02f6-44eb-8658-6eb6c11c0676): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
API Error for pair (7f0d9b12-80f2-4acb-aa8f-5f8bae248396, e721a715-992a-41e0-ad3d-da85ec771eaa): BadRequestError - Error code: 400 - {'error': {'message': 'invalid model ID', 'type': 'invalid_request_error', 'param': None, 'code': None}}
